id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
196171,Female,43,1,8.0,0,1-2 Year,Yes,42230.0,26.0,35,0
196243,Female,33,1,28.0,1,1-2 Year,No,44172.0,124.0,267,0
196383,Male,50,1,30.0,1,1-2 Year,No,2630.0,26.0,84,0
196627,Female,27,1,39.0,0,< 1 Year,No,2630.0,157.0,107,0
196631,Female,72,1,29.0,0,1-2 Year,Yes,44638.0,124.0,144,0
196696,Male,31,1,35.0,1,< 1 Year,No,35678.0,152.0,200,0
196801,Male,28,1,28.0,0,< 1 Year,Yes,42556.0,124.0,235,0
196907,Male,27,1,41.0,1,< 1 Year,No,37160.0,152.0,212,0
197006,Male,37,1,28.0,1,1-2 Year,No,41140.0,44.0,28,0
197209,Male,30,1,29.0,0,1-2 Year,Yes,23546.0,163.0,84,1
197359,Male,24,1,15.0,1,< 1 Year,No,26300.0,152.0,157,0
197361,Male,52,1,7.0,0,1-2 Year,Yes,2630.0,124.0,128,1
197446,Female,22,1,25.0,0,< 1 Year,Yes,18742.0,160.0,11,0
197633,Female,21,1,8.0,1,< 1 Year,No,45144.0,160.0,81,0
197762,Male,39,1,46.0,0,1-2 Year,Yes,30559.0,11.0,177,0
197854,Female,23,1,14.0,1,< 1 Year,No,24834.0,152.0,70,0
197857,Female,22,1,36.0,1,< 1 Year,No,46607.0,152.0,152,0
197989,Male,56,1,16.0,0,1-2 Year,Yes,26599.0,26.0,261,0
198143,Female,71,1,28.0,1,1-2 Year,No,45266.0,26.0,126,0
198383,Male,46,1,28.0,0,1-2 Year,Yes,43921.0,122.0,50,0
198475,Female,23,1,17.0,1,< 1 Year,No,24793.0,152.0,119,0
198946,Female,40,1,8.0,1,1-2 Year,No,29331.0,124.0,15,0
199123,Male,22,1,6.0,1,< 1 Year,No,22617.0,152.0,40,0
199161,Female,36,1,41.0,0,> 2 Years,Yes,45223.0,124.0,152,0
199249,Female,54,1,28.0,0,> 2 Years,Yes,32633.0,26.0,61,0
199364,Female,49,1,8.0,1,1-2 Year,No,44972.0,124.0,142,0
199414,Male,40,1,28.0,0,1-2 Year,Yes,39246.0,26.0,218,0
199433,Male,44,1,28.0,1,1-2 Year,No,35754.0,124.0,255,0
199452,Male,43,1,28.0,0,1-2 Year,Yes,26363.0,26.0,90,1
199580,Male,41,1,28.0,0,1-2 Year,Yes,35651.0,124.0,115,0
199605,Male,35,1,29.0,0,1-2 Year,Yes,2630.0,156.0,201,0
199671,Male,46,1,48.0,0,> 2 Years,Yes,2630.0,124.0,97,0
199692,Male,62,1,15.0,1,1-2 Year,No,44062.0,124.0,94,0
199843,Female,27,1,11.0,1,< 1 Year,No,20592.0,152.0,124,0
199921,Male,28,1,36.0,0,< 1 Year,Yes,32711.0,152.0,271,0
199947,Male,37,1,28.0,0,1-2 Year,Yes,2630.0,156.0,37,0
199965,Male,24,1,28.0,0,1-2 Year,Yes,24375.0,26.0,209,0
199991,Female,22,1,44.0,0,< 1 Year,Yes,2630.0,160.0,36,0
200012,Male,51,1,3.0,0,1-2 Year,Yes,2630.0,26.0,15,1
200082,Female,56,1,28.0,0,1-2 Year,Yes,47283.0,122.0,283,0
200240,Male,26,1,45.0,0,< 1 Year,No,2630.0,1.0,220,0
200334,Female,58,1,32.0,1,1-2 Year,No,34009.0,26.0,137,0
200380,Male,35,1,28.0,1,1-2 Year,No,34087.0,124.0,169,0
200410,Male,64,1,28.0,0,> 2 Years,Yes,2630.0,122.0,115,0
200479,Female,26,1,29.0,1,< 1 Year,No,41094.0,152.0,168,0
200568,Male,25,1,47.0,1,< 1 Year,No,31663.0,152.0,274,0
200574,Male,24,1,33.0,1,< 1 Year,No,42040.0,152.0,212,0
200594,Female,34,1,46.0,1,1-2 Year,No,23782.0,152.0,108,0
200820,Male,35,1,14.0,0,1-2 Year,Yes,21948.0,124.0,98,0
200853,Female,55,1,48.0,1,1-2 Year,No,2630.0,26.0,170,0
201004,Male,33,1,0.0,1,< 1 Year,No,2630.0,152.0,152,0
201100,Female,45,1,28.0,1,1-2 Year,No,2630.0,124.0,296,0
201106,Male,55,1,28.0,0,1-2 Year,Yes,50555.0,60.0,258,0
201114,Female,23,1,28.0,1,< 1 Year,No,68377.0,152.0,146,0
201171,Male,23,1,50.0,1,< 1 Year,No,38722.0,152.0,38,0
201229,Female,42,1,49.0,0,1-2 Year,Yes,2630.0,124.0,287,0
201324,Male,39,1,48.0,0,1-2 Year,Yes,2630.0,122.0,257,0
201380,Male,24,1,46.0,1,< 1 Year,No,35437.0,152.0,151,0
201444,Female,68,1,23.0,0,1-2 Year,No,31307.0,26.0,111,0
201448,Female,75,1,28.0,0,1-2 Year,Yes,39995.0,124.0,298,0
201517,Female,42,1,28.0,0,1-2 Year,Yes,44765.0,26.0,169,1
201570,Male,43,1,8.0,1,1-2 Year,No,44815.0,124.0,96,0
201634,Female,25,1,17.0,1,< 1 Year,No,28873.0,152.0,134,0
201664,Female,45,1,28.0,0,1-2 Year,Yes,40212.0,13.0,72,1
201689,Female,40,1,46.0,0,1-2 Year,No,26152.0,124.0,187,0
201759,Female,24,1,41.0,1,< 1 Year,No,20379.0,152.0,241,0
201836,Male,34,1,28.0,1,< 1 Year,No,28741.0,152.0,155,0
201893,Male,24,1,28.0,1,< 1 Year,Yes,2630.0,152.0,242,0
201917,Female,45,1,41.0,0,1-2 Year,Yes,46898.0,12.0,182,1
202000,Female,22,1,17.0,0,< 1 Year,Yes,30735.0,152.0,195,0
202014,Male,20,1,2.0,0,< 1 Year,No,30390.0,160.0,36,0
202040,Female,59,1,28.0,0,1-2 Year,Yes,44055.0,26.0,254,1
202160,Female,25,1,21.0,1,< 1 Year,No,29004.0,152.0,246,0
202252,Female,36,1,45.0,1,1-2 Year,No,2630.0,124.0,36,0
202345,Male,25,1,29.0,1,< 1 Year,No,32927.0,152.0,31,0
202352,Male,41,1,3.0,1,1-2 Year,No,2630.0,156.0,170,0
202367,Male,22,1,13.0,1,< 1 Year,No,28141.0,152.0,121,0
202637,Male,75,1,28.0,0,1-2 Year,Yes,59167.0,26.0,28,0
202747,Female,30,1,6.0,0,< 1 Year,Yes,41467.0,152.0,29,1
202831,Male,35,1,11.0,0,1-2 Year,Yes,53688.0,124.0,162,0
202834,Female,27,1,30.0,0,1-2 Year,Yes,17289.0,156.0,280,0
202999,Male,59,1,46.0,0,1-2 Year,Yes,2630.0,26.0,291,0
203046,Male,22,1,8.0,0,< 1 Year,Yes,2630.0,160.0,27,0
203112,Male,75,1,28.0,0,1-2 Year,Yes,42931.0,3.0,129,0
203136,Female,47,1,7.0,1,1-2 Year,Yes,33662.0,26.0,26,0
203239,Female,40,1,10.0,1,1-2 Year,No,31888.0,124.0,156,0
203307,Female,45,1,46.0,1,1-2 Year,No,2630.0,26.0,104,0
203349,Female,23,1,29.0,1,< 1 Year,No,135545.0,152.0,241,0
203395,Female,28,1,28.0,0,< 1 Year,Yes,35770.0,124.0,209,0
203458,Female,23,1,36.0,1,< 1 Year,No,34779.0,26.0,142,0
203495,Male,39,1,28.0,0,> 2 Years,Yes,22135.0,52.0,110,1
203585,Female,22,1,30.0,0,< 1 Year,Yes,32345.0,152.0,233,0
203586,Male,23,1,14.0,1,< 1 Year,No,2630.0,160.0,87,0
203651,Female,22,1,21.0,1,< 1 Year,No,25563.0,160.0,256,0
203705,Female,28,1,28.0,1,< 1 Year,No,28059.0,152.0,58,0
203789,Male,22,1,45.0,1,< 1 Year,No,27056.0,152.0,26,0
203823,Male,28,1,28.0,0,< 1 Year,Yes,29678.0,152.0,265,0
203852,Male,38,1,28.0,0,1-2 Year,Yes,2630.0,124.0,218,1
203907,Female,28,1,18.0,1,< 1 Year,No,32612.0,152.0,92,0
204095,Female,21,1,45.0,0,< 1 Year,Yes,24453.0,152.0,66,0
204223,Female,37,1,42.0,0,1-2 Year,Yes,38908.0,124.0,141,0
204361,Male,21,1,9.0,0,< 1 Year,Yes,2630.0,152.0,158,0
204367,Female,24,1,23.0,0,< 1 Year,Yes,23060.0,160.0,37,0
204374,Female,70,1,28.0,0,1-2 Year,Yes,47030.0,26.0,239,1
204422,Female,36,1,45.0,0,1-2 Year,Yes,23454.0,29.0,190,0
204442,Female,26,1,8.0,0,< 1 Year,No,39333.0,152.0,77,0
204445,Male,21,1,30.0,1,< 1 Year,No,24290.0,160.0,168,0
204468,Female,40,1,49.0,0,1-2 Year,Yes,28278.0,24.0,144,0
204470,Male,25,1,28.0,1,< 1 Year,No,36623.0,152.0,94,0
204559,Male,37,1,3.0,0,1-2 Year,Yes,28579.0,124.0,210,0
204740,Male,34,1,3.0,0,1-2 Year,Yes,21195.0,124.0,63,0
204752,Male,28,1,11.0,1,< 1 Year,No,24802.0,152.0,74,0
204966,Male,35,1,28.0,0,1-2 Year,Yes,28975.0,31.0,241,0
205025,Female,48,1,29.0,1,1-2 Year,No,32554.0,131.0,244,0
205129,Female,28,1,16.0,0,< 1 Year,No,22787.0,152.0,225,0
205134,Female,43,1,28.0,1,1-2 Year,No,38782.0,26.0,74,0
205217,Male,24,1,29.0,1,< 1 Year,No,19891.0,152.0,16,0
205363,Male,70,0,28.0,0,1-2 Year,Yes,26895.0,122.0,265,0
205428,Female,61,1,39.0,0,1-2 Year,Yes,31545.0,124.0,56,0
205582,Female,40,1,36.0,0,1-2 Year,Yes,35120.0,124.0,164,1
205715,Male,32,1,3.0,0,1-2 Year,Yes,2630.0,156.0,149,0
205822,Male,28,1,46.0,1,1-2 Year,Yes,42994.0,124.0,174,0
205831,Male,57,1,28.0,1,1-2 Year,Yes,38661.0,26.0,274,0
205942,Female,67,1,41.0,1,1-2 Year,No,31353.0,124.0,254,0
205959,Male,43,1,29.0,0,1-2 Year,Yes,2630.0,124.0,256,1
206003,Female,20,1,13.0,0,< 1 Year,Yes,19678.0,160.0,53,0
206136,Male,54,1,52.0,1,1-2 Year,No,32579.0,26.0,242,0
206144,Female,23,1,25.0,0,< 1 Year,Yes,2630.0,160.0,232,0
206173,Female,42,1,50.0,0,1-2 Year,Yes,26317.0,152.0,135,0
206199,Female,23,1,37.0,0,< 1 Year,Yes,28131.0,152.0,135,0
206225,Male,23,1,5.0,0,< 1 Year,Yes,35524.0,152.0,192,1
206226,Female,46,1,8.0,0,1-2 Year,Yes,38056.0,26.0,201,0
206257,Male,22,1,25.0,1,< 1 Year,No,2630.0,152.0,96,0
206258,Male,59,1,17.0,0,1-2 Year,Yes,30588.0,26.0,80,0
206372,Female,62,1,28.0,1,1-2 Year,No,31137.0,154.0,296,0
206399,Female,40,1,8.0,0,1-2 Year,Yes,64167.0,26.0,294,0
206596,Male,25,1,8.0,0,< 1 Year,No,32579.0,152.0,268,0
206990,Female,26,1,15.0,0,< 1 Year,No,33351.0,152.0,143,0
207033,Male,40,1,28.0,1,1-2 Year,No,45685.0,124.0,193,0
207040,Female,29,1,15.0,1,< 1 Year,No,34901.0,152.0,160,0
207042,Male,44,1,28.0,0,1-2 Year,Yes,48806.0,124.0,119,0
207179,Female,45,1,36.0,0,1-2 Year,No,31266.0,152.0,174,0
207228,Female,28,1,46.0,1,1-2 Year,No,34543.0,124.0,32,0
207292,Male,62,1,6.0,0,1-2 Year,Yes,18141.0,26.0,279,0
207492,Female,49,1,28.0,1,1-2 Year,No,37324.0,124.0,290,0
207508,Male,32,1,8.0,1,1-2 Year,No,24389.0,26.0,125,0
207599,Female,50,1,50.0,0,> 2 Years,Yes,2630.0,156.0,142,0
207766,Female,24,1,21.0,1,< 1 Year,No,29449.0,152.0,248,0
207801,Male,42,1,28.0,1,1-2 Year,No,32490.0,26.0,145,0
207817,Male,22,1,18.0,1,< 1 Year,No,2630.0,160.0,105,0
207926,Female,22,1,43.0,0,< 1 Year,Yes,36778.0,124.0,298,0
207971,Female,24,1,25.0,1,< 1 Year,No,27211.0,152.0,17,0
207981,Female,28,1,50.0,1,< 1 Year,No,25471.0,152.0,135,0
207985,Male,23,1,3.0,1,< 1 Year,Yes,16995.0,152.0,80,0
208013,Male,26,1,46.0,0,< 1 Year,Yes,34484.0,152.0,219,0
208308,Female,25,1,11.0,1,< 1 Year,No,37446.0,152.0,37,0
208373,Male,22,1,6.0,0,1-2 Year,Yes,2630.0,156.0,94,1
208376,Female,26,1,10.0,1,< 1 Year,Yes,23517.0,152.0,283,0
208525,Male,31,1,12.0,0,< 1 Year,Yes,59210.0,26.0,157,0
208591,Female,23,1,29.0,1,< 1 Year,No,32532.0,152.0,60,0
208592,Male,68,1,45.0,1,1-2 Year,No,35530.0,13.0,287,0
208643,Male,47,1,28.0,0,1-2 Year,Yes,40435.0,124.0,150,0
208724,Male,22,1,47.0,1,< 1 Year,No,39553.0,152.0,49,0
208816,Male,41,1,29.0,0,1-2 Year,Yes,2630.0,26.0,274,0
209035,Female,21,1,8.0,1,< 1 Year,No,33273.0,152.0,244,0
209181,Female,21,1,46.0,0,1-2 Year,Yes,31028.0,26.0,201,0
209252,Female,25,1,11.0,1,< 1 Year,No,34576.0,152.0,217,0
209461,Male,51,1,46.0,0,1-2 Year,Yes,21065.0,26.0,22,0
209469,Male,34,1,28.0,1,1-2 Year,No,28644.0,124.0,130,0
209514,Female,25,1,15.0,1,< 1 Year,No,37126.0,152.0,86,0
209551,Male,49,1,8.0,0,1-2 Year,Yes,32073.0,124.0,59,0
209606,Female,25,1,29.0,1,< 1 Year,No,30055.0,152.0,282,0
209645,Female,47,1,32.0,0,1-2 Year,Yes,36781.0,124.0,272,0
209647,Male,57,1,28.0,0,1-2 Year,Yes,44326.0,124.0,68,1
209700,Female,74,1,9.0,0,1-2 Year,Yes,34236.0,124.0,79,0
209726,Male,63,1,28.0,0,1-2 Year,Yes,56469.0,26.0,154,1
209748,Male,26,1,28.0,1,< 1 Year,No,47587.0,26.0,103,0
209784,Female,29,1,10.0,1,< 1 Year,No,32830.0,152.0,92,0
209839,Male,46,1,46.0,0,1-2 Year,No,29990.0,26.0,208,0
209884,Female,52,1,11.0,0,1-2 Year,Yes,2630.0,156.0,63,0
209898,Female,38,1,8.0,0,1-2 Year,Yes,30490.0,124.0,81,0
209934,Female,24,1,9.0,1,< 1 Year,No,47373.0,152.0,277,0
210153,Female,26,1,21.0,1,< 1 Year,No,29081.0,152.0,134,0
210297,Female,27,1,3.0,1,< 1 Year,No,26541.0,152.0,195,0
210310,Female,45,1,21.0,0,> 2 Years,Yes,35393.0,26.0,78,0
210343,Female,52,1,50.0,1,1-2 Year,Yes,27748.0,26.0,166,0
210456,Male,59,1,28.0,0,1-2 Year,Yes,21391.0,26.0,98,0
210484,Female,25,1,8.0,1,< 1 Year,No,100245.0,152.0,282,0
210590,Male,54,1,29.0,0,1-2 Year,Yes,39262.0,124.0,56,0
210607,Female,48,1,11.0,0,1-2 Year,Yes,33046.0,157.0,167,1
210855,Male,21,1,30.0,1,1-2 Year,No,33837.0,154.0,59,0
210923,Female,51,1,48.0,0,1-2 Year,Yes,2630.0,26.0,245,0
210977,Female,46,1,33.0,0,1-2 Year,Yes,42222.0,26.0,154,0
211027,Female,25,1,8.0,0,< 1 Year,No,69072.0,152.0,196,0
211117,Female,21,1,46.0,0,< 1 Year,Yes,2630.0,152.0,94,0
211280,Male,65,1,37.0,0,> 2 Years,Yes,2630.0,26.0,64,0
211313,Female,25,1,15.0,0,< 1 Year,Yes,2630.0,160.0,37,0
211335,Male,44,1,35.0,0,1-2 Year,Yes,26949.0,124.0,144,0
211467,Female,31,1,46.0,1,< 1 Year,No,26133.0,152.0,265,0
211493,Male,44,1,12.0,0,1-2 Year,Yes,25779.0,26.0,260,0
211560,Female,71,1,31.0,0,1-2 Year,Yes,2630.0,98.0,198,0
211790,Female,39,1,49.0,0,1-2 Year,Yes,2630.0,156.0,211,1
211894,Female,26,1,13.0,1,< 1 Year,No,2630.0,152.0,238,0
211926,Female,37,1,24.0,1,1-2 Year,No,32152.0,145.0,260,0
211929,Male,59,1,48.0,1,1-2 Year,No,2630.0,15.0,216,0
211947,Female,47,1,46.0,0,1-2 Year,Yes,21731.0,124.0,43,1
212029,Female,21,1,42.0,0,< 1 Year,Yes,33736.0,160.0,61,0
212065,Female,38,1,8.0,1,1-2 Year,No,32493.0,26.0,132,0
212132,Female,60,1,41.0,1,1-2 Year,No,25112.0,26.0,179,0
212208,Female,25,1,11.0,1,< 1 Year,No,33990.0,152.0,276,0
212225,Female,24,1,36.0,1,< 1 Year,No,30519.0,152.0,97,0
212227,Male,26,1,30.0,1,< 1 Year,No,24866.0,152.0,39,0
212231,Female,44,1,28.0,0,1-2 Year,Yes,34975.0,26.0,207,0
212316,Male,55,1,45.0,0,1-2 Year,No,28049.0,26.0,27,0
212396,Male,45,1,28.0,0,> 2 Years,Yes,30667.0,31.0,47,0
212413,Male,41,1,28.0,0,1-2 Year,Yes,36660.0,13.0,42,1
212428,Female,22,1,10.0,0,< 1 Year,Yes,31755.0,152.0,217,0
212610,Female,43,1,8.0,0,1-2 Year,Yes,2630.0,156.0,46,0
212657,Female,39,1,28.0,0,1-2 Year,Yes,40677.0,124.0,189,1
212797,Male,20,1,20.0,1,< 1 Year,No,2630.0,160.0,137,0
212964,Female,41,1,28.0,0,1-2 Year,No,33638.0,124.0,209,0
213145,Female,63,1,15.0,0,1-2 Year,Yes,52490.0,26.0,252,0
213276,Male,69,1,28.0,0,> 2 Years,Yes,44247.0,26.0,85,0
213394,Male,24,1,28.0,1,< 1 Year,No,35859.0,152.0,41,0
213451,Male,50,1,19.0,0,1-2 Year,Yes,2630.0,124.0,270,0
213483,Male,23,1,28.0,1,< 1 Year,No,2630.0,152.0,173,0
213562,Female,24,1,28.0,1,< 1 Year,No,40860.0,152.0,222,0
213648,Female,32,1,16.0,1,< 1 Year,No,19257.0,152.0,264,0
213672,Female,45,1,29.0,0,1-2 Year,Yes,25940.0,124.0,182,0
213699,Female,23,1,46.0,0,< 1 Year,Yes,27351.0,124.0,286,0
213740,Female,30,1,15.0,1,< 1 Year,No,29270.0,152.0,62,0
213770,Male,25,1,27.0,0,< 1 Year,Yes,2630.0,163.0,222,1
213781,Female,31,1,11.0,1,< 1 Year,No,42681.0,152.0,212,0
213782,Female,33,1,41.0,0,< 1 Year,No,34253.0,152.0,253,0
213865,Female,66,1,17.0,0,> 2 Years,Yes,2630.0,26.0,29,0
214064,Male,40,1,28.0,0,1-2 Year,Yes,35551.0,124.0,178,1
214097,Female,37,1,36.0,0,1-2 Year,Yes,2630.0,26.0,99,0
214176,Female,51,1,10.0,0,> 2 Years,Yes,2630.0,26.0,299,0
214241,Female,23,1,15.0,1,< 1 Year,No,2630.0,151.0,121,0
214352,Male,35,1,28.0,1,1-2 Year,No,41984.0,122.0,56,0
214360,Female,25,1,46.0,1,< 1 Year,No,22689.0,152.0,89,0
214455,Female,31,1,46.0,1,1-2 Year,No,34410.0,124.0,242,0
214567,Male,22,1,46.0,0,< 1 Year,No,66872.0,152.0,114,0
214722,Female,69,1,46.0,1,1-2 Year,No,29336.0,152.0,194,0
214814,Male,30,1,28.0,0,< 1 Year,Yes,71659.0,122.0,78,1
214816,Male,40,1,28.0,1,1-2 Year,No,46789.0,124.0,65,0
214868,Male,28,1,36.0,1,< 1 Year,No,31589.0,152.0,262,0
214892,Female,21,1,8.0,1,< 1 Year,No,48645.0,152.0,15,0
214987,Female,23,1,46.0,1,< 1 Year,No,33192.0,152.0,29,0
215044,Female,22,1,46.0,0,< 1 Year,Yes,27881.0,160.0,195,0
215067,Male,41,1,41.0,0,1-2 Year,Yes,36822.0,124.0,99,1
215081,Female,48,1,8.0,0,1-2 Year,No,22133.0,124.0,214,0
215116,Male,25,1,28.0,0,< 1 Year,Yes,68241.0,122.0,56,1
215128,Male,32,1,28.0,0,< 1 Year,Yes,42489.0,152.0,173,0
215297,Male,33,1,46.0,0,< 1 Year,Yes,25537.0,124.0,148,0
215308,Female,21,1,43.0,1,< 1 Year,No,32318.0,160.0,175,0
215309,Female,61,1,8.0,1,1-2 Year,No,56147.0,124.0,231,0
215412,Female,31,1,3.0,1,< 1 Year,No,33161.0,152.0,280,0
215531,Male,23,1,28.0,1,< 1 Year,No,71692.0,160.0,157,0
215551,Male,53,1,28.0,0,1-2 Year,Yes,45929.0,154.0,114,0
215601,Female,38,1,41.0,0,1-2 Year,Yes,29853.0,109.0,65,0
215764,Male,42,1,28.0,0,1-2 Year,Yes,36965.0,26.0,177,0
215782,Male,24,1,8.0,0,< 1 Year,Yes,27490.0,124.0,243,0
215798,Female,24,1,8.0,1,< 1 Year,No,50522.0,152.0,238,0
215846,Female,29,1,41.0,1,< 1 Year,No,41179.0,152.0,222,0
215893,Female,38,1,46.0,1,1-2 Year,No,21109.0,124.0,226,0
216016,Male,23,1,41.0,1,< 1 Year,No,26361.0,152.0,55,0
216143,Female,24,1,37.0,1,< 1 Year,No,43085.0,152.0,265,0
216323,Female,30,1,11.0,0,< 1 Year,Yes,32518.0,124.0,279,0
216415,Male,25,1,29.0,1,< 1 Year,No,31588.0,152.0,88,0
216444,Male,41,1,28.0,0,1-2 Year,No,26800.0,122.0,52,0
216493,Female,40,1,28.0,1,1-2 Year,No,64835.0,122.0,110,0
216543,Male,21,1,43.0,1,< 1 Year,No,32794.0,160.0,281,0
216578,Female,20,1,38.0,1,1-2 Year,Yes,2630.0,156.0,198,0
216880,Female,22,1,8.0,1,< 1 Year,No,61570.0,152.0,285,0
217066,Female,38,1,13.0,0,1-2 Year,Yes,2630.0,124.0,280,1
217099,Male,29,1,18.0,1,< 1 Year,No,33313.0,152.0,69,0
217194,Female,47,1,28.0,0,1-2 Year,Yes,48775.0,124.0,40,1
217225,Female,71,1,48.0,0,1-2 Year,Yes,2630.0,124.0,213,0
217388,Female,37,1,16.0,0,1-2 Year,No,33869.0,156.0,174,0
217397,Female,53,1,17.0,0,> 2 Years,Yes,2630.0,156.0,32,0
217418,Female,30,1,50.0,1,1-2 Year,No,29672.0,124.0,296,0
217471,Male,38,1,46.0,0,1-2 Year,No,43214.0,11.0,287,0
217571,Female,49,1,50.0,0,1-2 Year,Yes,51034.0,8.0,42,0
217616,Female,60,1,12.0,1,1-2 Year,No,20623.0,21.0,254,0
217652,Female,23,1,26.0,0,< 1 Year,Yes,28865.0,152.0,208,0
217803,Male,30,1,30.0,1,< 1 Year,No,30742.0,152.0,281,0
217847,Female,23,1,28.0,0,< 1 Year,Yes,46170.0,156.0,24,0
217969,Female,22,1,8.0,1,< 1 Year,No,42400.0,152.0,256,0
218030,Female,25,1,31.0,0,< 1 Year,Yes,2630.0,152.0,258,0
218178,Male,40,1,46.0,0,1-2 Year,Yes,2630.0,160.0,109,0
218195,Male,23,1,15.0,0,< 1 Year,Yes,2630.0,152.0,70,0
218211,Male,31,1,25.0,1,< 1 Year,No,23785.0,152.0,109,0
218449,Female,41,1,50.0,0,1-2 Year,Yes,47291.0,64.0,212,0
218480,Male,22,1,18.0,0,< 1 Year,Yes,2630.0,160.0,190,0
218868,Female,27,1,28.0,1,< 1 Year,No,28181.0,152.0,46,0
219022,Female,23,1,15.0,1,< 1 Year,No,45440.0,152.0,95,0
219445,Female,36,1,28.0,0,1-2 Year,Yes,65204.0,26.0,187,0
219518,Female,21,1,41.0,0,< 1 Year,Yes,17062.0,152.0,215,1
219548,Male,24,1,8.0,0,< 1 Year,Yes,38392.0,152.0,116,0
219549,Female,23,1,45.0,1,< 1 Year,No,21882.0,160.0,233,0
219560,Female,44,1,28.0,0,1-2 Year,Yes,45563.0,13.0,123,0
219669,Female,24,1,15.0,1,< 1 Year,No,29254.0,152.0,267,0
219685,Male,25,1,11.0,1,< 1 Year,No,40838.0,152.0,124,0
219687,Female,41,1,28.0,1,1-2 Year,No,75008.0,26.0,63,0
219753,Male,44,1,8.0,1,1-2 Year,No,40305.0,26.0,266,0
219756,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,26.0,25,0
219762,Male,23,1,47.0,1,< 1 Year,No,2630.0,160.0,92,0
219789,Male,50,1,28.0,0,1-2 Year,Yes,40513.0,26.0,51,0
219875,Female,69,1,46.0,0,1-2 Year,Yes,70930.0,26.0,32,0
220128,Male,25,1,50.0,0,< 1 Year,No,25467.0,152.0,174,0
220235,Male,47,1,35.0,0,1-2 Year,Yes,2630.0,124.0,157,0
220258,Male,47,1,28.0,0,1-2 Year,Yes,37398.0,124.0,93,0
220410,Female,24,1,8.0,1,< 1 Year,No,53718.0,152.0,141,0
220437,Female,44,1,19.0,0,1-2 Year,Yes,23657.0,13.0,11,1
220522,Female,77,1,28.0,0,1-2 Year,Yes,25051.0,124.0,295,0
220593,Male,40,1,35.0,0,1-2 Year,Yes,2630.0,124.0,135,0
220632,Male,72,1,49.0,0,1-2 Year,Yes,2630.0,156.0,238,0
220762,Female,22,1,28.0,0,< 1 Year,Yes,42974.0,149.0,138,0
220909,Female,23,1,46.0,0,< 1 Year,Yes,42968.0,26.0,106,0
221003,Male,23,1,8.0,1,< 1 Year,No,47199.0,152.0,114,0
221009,Female,73,1,0.0,0,> 2 Years,Yes,2630.0,122.0,22,0
221098,Male,23,1,36.0,1,< 1 Year,No,28666.0,160.0,86,0
221258,Male,39,1,43.0,0,1-2 Year,Yes,2630.0,157.0,220,0
221414,Female,24,1,8.0,0,< 1 Year,Yes,35159.0,152.0,149,0
221608,Male,34,1,46.0,1,1-2 Year,No,30493.0,154.0,12,0
221637,Male,24,1,16.0,0,< 1 Year,Yes,33737.0,152.0,265,0
221682,Female,25,1,39.0,1,< 1 Year,No,42259.0,152.0,212,0
221770,Female,24,1,36.0,1,< 1 Year,No,27336.0,152.0,57,0
221838,Male,53,1,14.0,0,1-2 Year,Yes,2630.0,124.0,90,0
221888,Male,22,1,1.0,0,1-2 Year,Yes,2630.0,124.0,56,0
221943,Female,49,1,31.0,0,1-2 Year,Yes,2630.0,26.0,187,0
221966,Male,55,1,28.0,1,1-2 Year,No,31249.0,26.0,59,0
222114,Male,25,1,28.0,1,< 1 Year,No,48595.0,152.0,170,0
222123,Male,47,1,28.0,0,1-2 Year,Yes,33413.0,124.0,97,1
222134,Female,23,1,46.0,1,< 1 Year,No,42189.0,152.0,258,0
222184,Male,48,1,8.0,0,1-2 Year,Yes,2630.0,7.0,296,0
222307,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,26.0,249,1
222332,Male,65,1,8.0,1,1-2 Year,No,2630.0,152.0,183,0
222510,Female,24,1,34.0,0,< 1 Year,Yes,15929.0,152.0,100,0
222717,Male,23,1,2.0,0,< 1 Year,Yes,37186.0,152.0,45,0
222735,Female,73,1,7.0,1,1-2 Year,No,46031.0,8.0,217,0
222765,Female,35,1,22.0,0,1-2 Year,Yes,29809.0,124.0,273,0
222814,Male,42,1,28.0,0,1-2 Year,Yes,40557.0,124.0,39,0
222823,Female,21,1,50.0,1,< 1 Year,No,37806.0,152.0,116,0
222880,Male,23,1,27.0,1,< 1 Year,No,2630.0,152.0,159,0
222921,Female,63,1,10.0,0,1-2 Year,Yes,2630.0,26.0,190,0
223009,Female,23,1,33.0,0,< 1 Year,No,35394.0,151.0,135,0
223021,Male,47,1,28.0,0,1-2 Year,Yes,36250.0,26.0,257,0
223035,Male,23,1,49.0,0,< 1 Year,No,41166.0,152.0,147,0
223050,Female,51,1,8.0,0,1-2 Year,Yes,24275.0,26.0,106,0
223190,Male,49,1,50.0,0,1-2 Year,Yes,25296.0,30.0,292,0
223204,Female,22,1,12.0,1,< 1 Year,No,23626.0,152.0,80,0
223209,Male,58,1,28.0,1,1-2 Year,No,91677.0,55.0,218,0
223226,Female,46,1,46.0,0,< 1 Year,No,2630.0,1.0,202,1
223273,Female,40,1,28.0,0,1-2 Year,Yes,47097.0,122.0,168,0
