customer_id,snapshot_date,country,recency_days,tenure_days,orders_total,items_total,distinct_products,active_months,spend_total,order_value_mean,order_value_max,days_between_orders_mean,returned_orders,returned_items,reactivated_90d
14540,2011-09-10,United Kingdom,218,218,1,122,11,1,195.9,195.9,195.9,0.0,0,0,1
14542,2011-09-10,United Kingdom,94,94,1,19,5,1,103.25,103.25,103.25,0.0,0,0,0
14544,2011-09-10,United Kingdom,270,270,1,843,53,1,1121.92,1121.92,1121.92,0.0,0,0,1
14546,2011-09-10,United Kingdom,110,157,2,501,126,2,874.88,437.44,561.29,46.0,1,5,1
14549,2011-09-10,United Kingdom,220,220,1,136,56,1,289.24,289.24,289.24,0.0,0,0,0
14551,2011-09-10,United Kingdom,113,113,1,66,7,1,125.43,125.43,125.43,0.0,0,0,1
14553,2011-09-10,United Kingdom,127,248,2,182,35,2,312.32,156.16,201.94,120.0,0,0,1
14555,2011-09-10,United Kingdom,211,211,1,98,14,1,197.94,197.94,197.94,0.0,0,0,1
14570,2011-09-10,United Kingdom,189,189,2,95,29,1,218.06,109.03,167.91,0.0,0,0,0
14576,2011-09-10,United Kingdom,281,281,1,12,1,1,35.4,35.4,35.4,0.0,0,0,0
14586,2011-09-10,United Kingdom,185,185,1,444,19,1,237.36,237.36,237.36,0.0,2,208,0
14587,2011-09-10,United Kingdom,93,240,8,728,166,6,1473.53,184.19,220.85,21.0,1,2,1
14589,2011-09-10,United Kingdom,280,280,1,5,3,1,39.75,39.75,39.75,0.0,0,0,0
14591,2011-09-10,United Kingdom,122,122,1,105,33,1,250.22,250.22,250.22,0.0,0,0,1
14593,2011-09-10,United Kingdom,107,107,2,118,54,1,339.59,169.8,219.77,0.0,0,0,1
14594,2011-09-10,United Kingdom,282,282,1,146,31,1,255.0,255.0,255.0,0.0,0,0,1
14595,2011-09-10,United Kingdom,222,222,1,76,5,1,163.8,163.8,163.8,0.0,0,0,1
14597,2011-09-10,United Kingdom,100,100,1,118,3,1,165.1,165.1,165.1,0.0,0,0,1
14600,2011-09-10,United Kingdom,214,214,1,125,25,1,393.33,393.33,393.33,0.0,0,0,0
14603,2011-09-10,United Kingdom,183,183,1,400,2,1,660.0,660.0,660.0,0.0,0,0,0
14607,2011-09-10,United Kingdom,170,170,1,300,3,1,495.0,495.0,495.0,0.0,0,0,1
14608,2011-09-10,United Kingdom,271,271,1,48,1,1,204.0,204.0,204.0,0.0,0,0,1
14616,2011-09-10,United Kingdom,151,226,3,104,2,3,406.08,135.36,237.6,37.0,0,0,0
14618,2011-09-10,United Kingdom,246,246,1,92,5,1,211.8,211.8,211.8,0.0,1,3,1
14619,2011-09-10,United Kingdom,154,154,1,152,20,1,394.44,394.44,394.44,0.0,1,7,0
14620,2011-09-10,United Kingdom,114,192,2,214,26,2,412.78,206.39,235.35,78.0,1,26,0
14622,2011-09-10,United Kingdom,93,93,1,146,21,1,320.58,320.58,320.58,0.0,0,0,0
14625,2011-09-10,United Kingdom,105,270,2,335,51,2,899.63,449.82,585.53,164.0,3,5,0
14631,2011-09-10,United Kingdom,144,207,2,352,24,2,630.08,315.04,320.58,63.0,0,0,1
14632,2011-09-10,United Kingdom,171,171,1,96,8,1,114.56,114.56,114.56,0.0,0,0,0
14633,2011-09-10,United Kingdom,175,175,1,96,20,1,344.9,344.9,344.9,0.0,0,0,0
14636,2011-09-10,United Kingdom,177,177,1,117,16,1,300.19,300.19,300.19,0.0,0,0,1
14644,2011-09-10,United Kingdom,207,207,1,66,8,1,187.5,187.5,187.5,0.0,0,0,1
14647,2011-09-10,United Kingdom,110,110,1,95,24,1,243.22,243.22,243.22,0.0,0,0,0
14649,2011-09-10,United Kingdom,121,121,2,350,48,1,584.22,292.11,401.77,0.0,0,0,1
14651,2011-09-10,United Kingdom,120,120,1,186,59,1,416.32,416.32,416.32,0.0,0,0,1
14653,2011-09-10,United Kingdom,247,247,1,305,29,1,344.81,344.81,344.81,0.0,0,0,1
14655,2011-09-10,United Kingdom,131,131,1,522,14,1,810.56,810.56,810.56,0.0,0,0,1
14662,2011-09-10,United Kingdom,143,225,3,340,82,3,524.86,174.95,268.51,40.5,0,0,1
14665,2011-09-10,United Kingdom,205,219,3,268,41,1,731.66,243.89,394.4,7.0,1,2,1
14669,2011-09-10,United Kingdom,150,241,3,775,158,2,1269.99,423.33,427.54,45.0,0,0,0
14670,2011-09-10,United Kingdom,189,189,2,337,107,1,411.53,205.76,311.94,0.0,0,0,0
14672,2011-09-10,United Kingdom,143,245,2,454,58,2,765.55,382.78,480.27,101.0,0,0,0
14673,2011-09-10,United Kingdom,276,276,1,213,15,1,373.49,373.49,373.49,0.0,0,0,1
14681,2011-09-10,United Kingdom,120,120,1,48,5,1,393.95,393.95,393.95,0.0,0,0,1
14682,2011-09-10,United Kingdom,96,110,2,80,1,2,52.0,26.0,31.2,13.0,0,0,0
14684,2011-09-10,United Kingdom,124,271,2,295,140,2,519.26,259.63,350.9,147.0,0,0,1
14689,2011-09-10,United Kingdom,117,117,1,76,13,1,112.8,112.8,112.8,0.0,0,0,0
14693,2011-09-10,United Kingdom,173,173,1,34,8,1,172.9,172.9,172.9,0.0,0,0,0
14697,2011-09-10,United Kingdom,127,127,2,181,22,1,188.61,94.3,99.21,0.0,0,0,0
14699,2011-09-10,United Kingdom,123,123,1,77,8,1,109.13,109.13,109.13,0.0,0,0,0
14700,2011-09-10,United Kingdom,98,147,2,858,56,2,1557.6,778.8,836.05,48.0,0,0,1
14705,2011-09-10,United Kingdom,107,107,1,100,1,1,179.0,179.0,179.0,0.0,0,0,0
14723,2011-09-10,United Kingdom,267,280,3,206,68,1,471.0,157.0,220.06,6.5,0,0,1
14727,2011-09-10,United Kingdom,183,183,1,62,10,1,268.58,268.58,268.58,0.0,0,0,0
14729,2011-09-10,United Kingdom,282,282,1,197,69,1,313.49,313.49,313.49,0.0,0,0,0
14731,2011-09-10,United Kingdom,114,121,2,182,23,1,251.02,125.51,127.66,6.0,0,0,1
14740,2011-09-10,United Kingdom,106,192,3,735,85,3,1448.21,482.74,555.71,43.0,1,6,0
14744,2011-09-10,United Kingdom,206,275,5,519,14,3,928.03,185.61,327.98,17.25,2,2,1
14747,2011-09-10,United Kingdom,158,158,1,84,18,1,328.2,328.2,328.2,0.0,1,2,0
14754,2011-09-10,United Kingdom,204,204,1,173,15,1,228.27,228.27,228.27,0.0,0,0,1
14760,2011-09-10,United Kingdom,206,206,1,40,5,1,89.2,89.2,89.2,0.0,1,12,0
14761,2011-09-10,United Kingdom,243,243,1,58,7,1,97.5,97.5,97.5,0.0,0,0,1
14762,2011-09-10,United Kingdom,172,172,1,341,21,1,300.52,300.52,300.52,0.0,0,0,0
14770,2011-09-10,United Kingdom,141,232,2,490,49,2,876.42,438.21,597.82,90.0,0,0,0
14779,2011-09-10,United Kingdom,189,232,3,84,40,2,386.15,128.72,262.55,21.5,0,0,0
14782,2011-09-10,United Kingdom,228,228,1,114,6,1,200.1,200.1,200.1,0.0,0,0,0
14784,2011-09-10,United Kingdom,232,232,1,56,4,1,114.68,114.68,114.68,0.0,0,0,1
14794,2011-09-10,United Kingdom,112,243,4,311,37,3,679.54,169.88,283.03,43.33,1,2,1
14805,2011-09-10,United Kingdom,222,222,1,29,19,1,109.25,109.25,109.25,0.0,0,0,1
14813,2011-09-10,United Kingdom,278,278,2,67,25,1,155.43,77.72,127.98,0.0,0,0,0
14816,2011-09-10,United Kingdom,106,106,1,5,4,1,271.85,271.85,271.85,0.0,0,0,0
14817,2011-09-10,United Kingdom,109,186,2,655,52,2,1110.34,555.17,580.79,76.0,0,0,0
14819,2011-09-10,United Kingdom,101,101,1,48,3,1,84.72,84.72,84.72,0.0,0,0,1
14821,2011-09-10,United Kingdom,275,275,1,20,2,1,48.8,48.8,48.8,0.0,0,0,0
14828,2011-09-10,United Kingdom,105,245,3,2172,17,3,2139.76,713.25,1063.84,70.0,0,0,0
14829,2011-09-10,United Kingdom,93,281,3,364,33,2,531.63,177.21,236.97,93.5,2,38,1
14840,2011-09-10,United Kingdom,176,176,1,31,4,1,62.85,62.85,62.85,0.0,0,0,0
14850,2011-09-10,United Kingdom,220,220,1,293,21,1,325.75,325.75,325.75,0.0,1,8,0
14851,2011-09-10,United Kingdom,165,165,1,139,14,1,206.13,206.13,206.13,0.0,0,0,1
14853,2011-09-10,United Kingdom,120,120,1,34,3,1,214.5,214.5,214.5,0.0,0,0,1
14859,2011-09-10,United Kingdom,113,113,1,209,11,1,296.86,296.86,296.86,0.0,1,2,1
14865,2011-09-10,United Kingdom,281,281,1,96,3,1,37.2,37.2,37.2,0.0,0,0,1
14867,2011-09-10,United Kingdom,94,245,3,328,31,3,710.28,236.76,313.4,75.0,1,1,0
14870,2011-09-10,United Kingdom,170,170,1,119,13,1,327.25,327.25,327.25,0.0,0,0,0
14873,2011-09-10,United Kingdom,119,119,1,168,28,1,519.68,519.68,519.68,0.0,0,0,0
14880,2011-09-10,United Kingdom,94,197,2,245,25,2,363.27,181.64,234.07,103.0,0,0,1
14886,2011-09-10,United Kingdom,161,161,1,160,18,1,364.8,364.8,364.8,0.0,0,0,0
14888,2011-09-10,United Kingdom,116,116,1,184,20,1,369.2,369.2,369.2,0.0,0,0,0
14889,2011-09-10,United Kingdom,245,245,1,90,10,1,135.9,135.9,135.9,0.0,0,0,0
14890,2011-09-10,United Kingdom,162,162,1,51,7,1,125.65,125.65,125.65,0.0,0,0,0
14896,2011-09-10,United Kingdom,113,274,2,279,43,2,468.77,234.39,257.22,160.0,0,0,0
14897,2011-09-10,United Kingdom,205,205,1,122,10,1,175.5,175.5,175.5,0.0,0,0,1
14912,2011-09-10,Italy,155,155,1,445,14,1,482.79,482.79,482.79,0.0,0,0,1
14913,2011-09-10,United Kingdom,92,268,3,1362,57,3,917.15,305.72,314.96,87.5,0,0,1
14920,2011-09-10,United Kingdom,121,121,2,509,57,1,977.77,488.88,572.24,0.0,0,0,0
14921,2011-09-10,United Kingdom,110,110,1,631,53,1,903.01,903.01,903.01,0.0,0,0,1
14924,2011-09-10,United Kingdom,154,154,1,64,10,1,310.05,310.05,310.05,0.0,0,0,0
14931,2011-09-10,Channel Islands,115,149,2,98,10,2,586.0,293.0,293.0,34.0,1,1,1
14932,2011-09-10,Channel Islands,274,274,1,80,17,1,363.53,363.53,363.53,0.0,0,0,0
14934,2011-09-10,Channel Islands,191,191,1,459,39,1,828.84,828.84,828.84,0.0,0,0,1
14935,2011-09-10,Channel Islands,206,206,1,935,10,1,1784.71,1784.71,1784.71,0.0,0,0,0
14952,2011-09-10,United Kingdom,115,273,7,1787,82,3,3534.61,504.94,972.72,26.17,3,56,1
14957,2011-09-10,United Kingdom,162,162,1,34,12,1,58.49,58.49,58.49,0.0,0,0,0
14962,2011-09-10,United Kingdom,179,179,1,44,5,1,126.7,126.7,126.7,0.0,0,0,0
14963,2011-09-10,United Kingdom,92,92,1,167,37,1,294.2,294.2,294.2,0.0,0,0,1
14964,2011-09-10,United Kingdom,156,156,1,143,13,1,206.21,206.21,206.21,0.0,0,0,0
14978,2011-09-10,United Kingdom,144,239,4,417,120,3,1537.28,384.32,452.91,31.33,0,0,1
14981,2011-09-10,United Kingdom,155,155,1,97,8,1,102.12,102.12,102.12,0.0,0,0,0
14985,2011-09-10,United Kingdom,107,267,2,260,78,2,296.75,148.38,172.24,159.0,0,0,0
14987,2011-09-10,United Kingdom,274,274,1,64,2,1,163.2,163.2,163.2,0.0,0,0,1
14988,2011-09-10,United Kingdom,120,120,1,141,40,1,334.54,334.54,334.54,0.0,0,0,0
14995,2011-09-10,United Kingdom,189,189,1,51,37,1,119.31,119.31,119.31,0.0,0,0,1
15012,2011-09-10,United Kingdom,282,282,1,86,46,1,191.06,191.06,191.06,0.0,0,0,1
15018,2011-09-10,United Kingdom,161,276,2,94,17,2,291.34,145.67,180.09,114.0,1,1,1
15019,2011-09-10,United Kingdom,175,175,1,159,64,1,266.0,266.0,266.0,0.0,0,0,0
15026,2011-09-10,United Kingdom,149,186,2,81,24,2,230.78,115.39,121.8,37.0,0,0,1
15028,2011-09-10,United Kingdom,277,277,1,119,14,1,185.97,185.97,185.97,0.0,0,0,1
15030,2011-09-10,United Kingdom,177,177,1,156,3,1,152.76,152.76,152.76,0.0,0,0,1
15032,2011-09-10,United Kingdom,165,275,3,2968,29,2,4959.1,1653.03,2746.75,55.0,2,300,0
15034,2011-09-10,United Kingdom,141,262,5,1333,158,4,2664.83,532.97,842.9,30.25,1,5,1
15038,2011-09-10,United Kingdom,96,278,4,128,90,4,517.45,129.36,157.6,60.67,0,0,1
15042,2011-09-10,United Kingdom,108,108,1,30,5,1,135.93,135.93,135.93,0.0,0,0,0
15047,2011-09-10,United Kingdom,178,178,1,222,22,1,343.62,343.62,343.62,0.0,0,0,0
15049,2011-09-10,United Kingdom,182,182,1,63,3,1,121.17,121.17,121.17,0.0,0,0,0
15052,2011-09-10,United Kingdom,228,228,1,82,27,1,215.78,215.78,215.78,0.0,0,0,0
15057,2011-09-10,United Kingdom,184,224,2,668,25,2,1489.5,744.75,1131.0,40.0,0,0,0
15062,2011-09-10,United Kingdom,126,268,3,541,38,3,814.04,271.35,353.06,70.5,0,0,1
15063,2011-09-10,United Kingdom,122,122,1,56,5,1,370.8,370.8,370.8,0.0,0,0,0
15067,2011-09-10,United Kingdom,191,191,1,335,35,1,848.05,848.05,848.05,0.0,0,0,1
15068,2011-09-10,United Kingdom,165,165,1,130,39,1,239.96,239.96,239.96,0.0,0,0,1
15070,2011-09-10,United Kingdom,281,281,1,36,1,1,106.2,106.2,106.2,0.0,0,0,0
15073,2011-09-10,United Kingdom,94,95,2,428,22,1,861.96,430.98,430.98,1.0,1,214,1
15079,2011-09-10,United Kingdom,121,274,4,389,46,3,895.61,223.9,367.29,51.0,1,1,0
15081,2011-09-10,United Kingdom,117,276,2,113,16,2,248.05,124.02,136.9,158.0,1,2,1
15083,2011-09-10,United Kingdom,165,165,1,38,5,1,88.2,88.2,88.2,0.0,0,0,0
15087,2011-09-10,United Kingdom,190,190,1,470,15,1,306.94,306.94,306.94,0.0,0,0,0
15090,2011-09-10,United Kingdom,217,217,1,208,23,1,381.32,381.32,381.32,0.0,0,0,0
15092,2011-09-10,United Kingdom,124,192,2,135,23,2,457.81,228.91,323.16,68.0,0,0,0
15098,2011-09-10,United Kingdom,91,91,3,121,1,1,39916.5,13305.5,38970.0,0.0,2,61,0
15100,2011-09-10,United Kingdom,242,282,3,80,1,2,876.0,292.0,350.4,20.0,3,22,0
15101,2011-09-10,United Kingdom,268,268,1,34,4,1,102.28,102.28,102.28,0.0,1,2,1
15104,2011-09-10,United Kingdom,105,191,2,637,66,2,1027.44,513.72,652.8,85.0,1,2,0
15107,2011-09-10,United Kingdom,220,281,6,169,12,3,319.5,53.25,116.0,12.2,2,8,0
15109,2011-09-10,United Kingdom,154,154,1,131,28,1,484.95,484.95,484.95,0.0,1,4,0
15111,2011-09-10,United Kingdom,281,281,1,106,16,1,288.5,288.5,288.5,0.0,0,0,1
15119,2011-09-10,United Kingdom,154,154,1,88,14,1,266.4,266.4,266.4,0.0,0,0,0
15121,2011-09-10,United Kingdom,197,197,1,125,18,1,295.15,295.15,295.15,0.0,0,0,1
15123,2011-09-10,United Kingdom,115,115,1,509,53,1,1069.47,1069.47,1069.47,0.0,0,0,1
15124,2011-09-10,United Kingdom,100,100,1,89,9,1,90.75,90.75,90.75,0.0,0,0,1
15135,2011-09-10,United Kingdom,148,148,1,43,9,1,139.05,139.05,139.05,0.0,1,2,0
15139,2011-09-10,United Kingdom,148,245,2,208,13,2,178.96,89.48,122.1,96.0,0,0,0
15143,2011-09-10,United Kingdom,134,134,1,150,14,1,259.45,259.45,259.45,0.0,0,0,0
15145,2011-09-10,United Kingdom,136,157,2,438,35,1,724.03,362.02,422.23,21.0,0,0,1
15147,2011-09-10,United Kingdom,149,149,1,366,28,1,623.5,623.5,623.5,0.0,1,3,0
15160,2011-09-10,United Kingdom,266,266,1,84,4,1,158.16,158.16,158.16,0.0,0,0,0
15163,2011-09-10,United Kingdom,101,101,1,48,10,1,155.0,155.0,155.0,0.0,0,0,1
15164,2011-09-10,United Kingdom,117,248,2,143,52,2,368.18,184.09,194.79,130.0,0,0,1
15165,2011-09-10,United Kingdom,282,282,1,160,27,1,487.75,487.75,487.75,0.0,0,0,0
15167,2011-09-10,United Kingdom,229,229,1,67,39,1,163.0,163.0,163.0,0.0,0,0,0
15171,2011-09-10,United Kingdom,240,240,1,290,5,1,1289.5,1289.5,1289.5,0.0,1,100,0
15174,2011-09-10,United Kingdom,231,231,1,145,11,1,135.75,135.75,135.75,0.0,0,0,0
15178,2011-09-10,United Kingdom,169,169,1,30,3,1,40.5,40.5,40.5,0.0,0,0,0
15179,2011-09-10,United Kingdom,142,228,3,1294,45,2,1455.12,485.04,1285.62,42.5,1,30,1
15180,2011-09-10,United Kingdom,276,276,1,36,6,1,87.5,87.5,87.5,0.0,0,0,0
15184,2011-09-10,United Kingdom,99,99,1,73,20,1,235.23,235.23,235.23,0.0,0,0,1
15197,2011-09-10,United Kingdom,161,267,2,202,15,2,773.25,386.62,556.5,105.0,1,12,1
15204,2011-09-10,United Kingdom,266,266,1,258,9,1,316.58,316.58,316.58,0.0,0,0,0
15210,2011-09-10,United Kingdom,134,134,1,228,20,1,331.18,331.18,331.18,0.0,0,0,0
15211,2011-09-10,United Kingdom,274,274,1,117,23,1,383.07,383.07,383.07,0.0,0,0,1
15212,2011-09-10,United Kingdom,150,150,1,36,5,1,101.8,101.8,101.8,0.0,1,3,0
15213,2011-09-10,United Kingdom,227,238,2,272,22,1,328.35,164.18,313.2,11.0,1,2,0
15214,2011-09-10,United Kingdom,92,151,2,556,46,2,651.63,325.82,514.93,58.0,0,0,1
15221,2011-09-10,United Kingdom,275,275,1,43,5,1,403.25,403.25,403.25,0.0,1,18,0
15222,2011-09-10,United Kingdom,227,227,1,440,5,1,585.0,585.0,585.0,0.0,0,0,0
15223,2011-09-10,United Kingdom,134,158,2,213,14,1,755.75,377.88,454.9,23.0,1,115,0
15224,2011-09-10,United Kingdom,267,271,2,152,13,1,322.08,161.04,310.48,4.0,1,2,0
15225,2011-09-10,United Kingdom,143,143,1,226,23,1,409.4,409.4,409.4,0.0,0,0,0
15226,2011-09-10,United Kingdom,219,219,1,71,8,1,154.41,154.41,154.41,0.0,0,0,0
15227,2011-09-10,United Kingdom,124,226,3,589,36,3,876.82,292.27,318.23,50.5,0,0,1
15230,2011-09-10,United Kingdom,148,149,2,351,23,1,429.6,214.8,370.2,1.0,0,0,0
15234,2011-09-10,United Kingdom,185,185,1,196,14,1,197.0,197.0,197.0,0.0,0,0,0
15235,2011-09-10,United Kingdom,126,282,12,1324,132,5,2247.51,187.29,529.59,14.09,0,0,0
15236,2011-09-10,United Kingdom,207,207,1,269,15,1,321.05,321.05,321.05,0.0,0,0,0
15237,2011-09-10,United Kingdom,112,136,2,798,74,2,1093.65,546.83,938.92,23.0,0,0,1
15240,2011-09-10,United Kingdom,100,220,3,755,30,3,1045.38,348.46,416.28,60.0,2,8,1
15244,2011-09-10,United Kingdom,157,157,1,240,15,1,297.94,297.94,297.94,0.0,0,0,1
15246,2011-09-10,United Kingdom,147,267,2,247,32,2,514.15,257.08,328.15,120.0,0,0,0
15252,2011-09-10,United Kingdom,92,92,1,99,14,1,300.55,300.55,300.55,0.0,0,0,1
15257,2011-09-10,United Kingdom,192,192,1,46,7,1,317.15,317.15,317.15,0.0,1,1,0
15262,2011-09-10,United Kingdom,232,232,1,73,10,1,178.95,178.95,178.95,0.0,0,0,0
15266,2011-09-10,United Kingdom,247,247,1,18,6,1,119.3,119.3,119.3,0.0,0,0,0
15279,2011-09-10,United Kingdom,263,263,1,189,19,1,290.51,290.51,290.51,0.0,1,4,0
15292,2011-09-10,United Kingdom,110,110,1,56,24,1,180.94,180.94,180.94,0.0,0,0,0
15303,2011-09-10,United Kingdom,199,199,1,248,31,1,574.02,574.02,574.02,0.0,0,0,0
15308,2011-09-10,United Kingdom,183,183,1,175,19,1,310.47,310.47,310.47,0.0,1,2,0
15314,2011-09-10,United Kingdom,108,108,1,313,24,1,327.97,327.97,327.97,0.0,0,0,0
15316,2011-09-10,United Kingdom,235,235,1,100,1,1,165.0,165.0,165.0,0.0,0,0,0
15319,2011-09-10,United Kingdom,192,192,1,175,16,1,204.5,204.5,204.5,0.0,0,0,0
15321,2011-09-10,United Kingdom,200,200,1,545,38,1,1159.47,1159.47,1159.47,0.0,0,0,1
15326,2011-09-10,United Kingdom,242,242,1,386,29,1,311.71,311.71,311.71,0.0,0,0,0
15332,2011-09-10,Lithuania,275,278,4,652,29,1,1661.06,415.26,1145.06,1.0,0,0,0
15333,2011-09-10,United Kingdom,117,117,1,344,16,1,1028.56,1028.56,1028.56,0.0,0,0,0
15339,2011-09-10,United Kingdom,227,227,1,159,40,1,257.9,257.9,257.9,0.0,0,0,1
15346,2011-09-10,United Kingdom,241,241,1,144,17,1,252.42,252.42,252.42,0.0,0,0,0
15347,2011-09-10,United Kingdom,275,275,1,130,5,1,201.6,201.6,201.6,0.0,0,0,0
15350,2011-09-10,United Kingdom,282,282,1,51,5,1,115.65,115.65,115.65,0.0,0,0,0
15351,2011-09-10,United Kingdom,278,278,1,129,49,1,274.67,274.67,274.67,0.0,1,7,1
15353,2011-09-10,United Kingdom,163,276,2,343,59,2,777.02,388.51,465.37,113.0,0,0,0
15361,2011-09-10,United Kingdom,270,270,1,336,7,1,418.92,418.92,418.92,0.0,0,0,0
15363,2011-09-10,United Kingdom,281,281,1,144,16,1,326.0,326.0,326.0,0.0,1,1,0
15366,2011-09-10,United Kingdom,267,267,1,61,8,1,105.54,105.54,105.54,0.0,0,0,1
15367,2011-09-10,United Kingdom,154,184,2,750,65,2,1416.18,708.09,764.58,29.0,1,2,1
15381,2011-09-10,United Kingdom,122,177,2,171,8,2,596.85,298.42,314.55,54.0,0,0,0
15382,2011-09-10,United Kingdom,93,204,4,1628,97,3,2127.12,531.78,1019.42,36.67,2,9,1
15386,2011-09-10,United Kingdom,95,95,1,446,31,1,394.14,394.14,394.14,0.0,0,0,0
15388,2011-09-10,Canada,179,179,1,88,10,1,140.54,140.54,140.54,0.0,0,0,0
15392,2011-09-10,United Kingdom,269,269,1,402,19,1,338.98,338.98,338.98,0.0,1,12,1
15393,2011-09-10,United Kingdom,190,190,1,94,8,1,124.1,124.1,124.1,0.0,0,0,1
15394,2011-09-10,United Kingdom,113,267,2,546,44,2,1436.44,718.22,848.78,154.0,0,0,1
15395,2011-09-10,United Kingdom,234,234,1,17,7,1,107.45,107.45,107.45,0.0,0,0,0
15397,2011-09-10,United Kingdom,198,198,1,20,6,1,94.0,94.0,94.0,0.0,0,0,0
15405,2011-09-10,United Kingdom,98,98,1,193,8,1,349.1,349.1,349.1,0.0,0,0,0
15406,2011-09-10,United Kingdom,210,210,1,130,42,1,252.29,252.29,252.29,0.0,0,0,1
15407,2011-09-10,United Kingdom,92,214,3,329,62,3,740.73,246.91,410.87,60.5,0,0,1
15408,2011-09-10,United Kingdom,173,173,1,106,34,1,267.18,267.18,267.18,0.0,0,0,0
15414,2011-09-10,United Kingdom,151,151,1,12,5,1,36.2,36.2,36.2,0.0,0,0,1
15415,2011-09-10,United Kingdom,222,222,1,575,46,1,572.81,572.81,572.81,0.0,0,0,0
15421,2011-09-10,United Kingdom,124,219,3,379,35,2,739.36,246.45,406.1,47.0,0,0,1
15422,2011-09-10,United Kingdom,232,232,2,38,6,1,97.7,48.85,55.5,0.0,0,0,0
15424,2011-09-10,United Kingdom,163,163,2,554,17,1,383.34,191.67,193.5,0.0,0,0,0
15426,2011-09-10,United Kingdom,166,278,2,265,101,2,662.98,331.49,411.42,112.0,1,1,1
15433,2011-09-10,United Kingdom,122,176,2,534,40,2,533.3,266.65,372.64,53.0,0,0,0
15436,2011-09-10,United Kingdom,143,143,1,251,124,1,489.05,489.05,489.05,0.0,0,0,1
15437,2011-09-10,United Kingdom,171,171,1,79,44,1,200.16,200.16,200.16,0.0,0,0,0
15442,2011-09-10,United Kingdom,157,157,1,120,2,1,594.0,594.0,594.0,0.0,0,0,0
15445,2011-09-10,United Kingdom,173,173,1,58,5,1,113.5,113.5,113.5,0.0,0,0,0
15447,2011-09-10,United Kingdom,239,239,1,85,9,1,155.17,155.17,155.17,0.0,0,0,0
15448,2011-09-10,United Kingdom,221,221,1,232,28,1,494.64,494.64,494.64,0.0,0,0,0
15449,2011-09-10,United Kingdom,94,170,2,516,30,2,647.7,323.85,345.92,76.0,1,1,1
15452,2011-09-10,United Kingdom,173,173,1,137,36,1,247.25,247.25,247.25,0.0,0,0,1
15454,2011-09-10,United Kingdom,271,271,1,86,23,1,179.1,179.1,179.1,0.0,0,0,0
15456,2011-09-10,United Kingdom,192,268,3,660,48,2,447.22,149.07,243.22,37.5,0,0,0
15457,2011-09-10,United Kingdom,171,171,1,132,56,1,237.07,237.07,237.07,0.0,0,0,0
15460,2011-09-10,United Kingdom,263,263,1,109,53,1,216.76,216.76,216.76,0.0,0,0,0
15464,2011-09-10,United Kingdom,247,247,1,350,155,1,1048.85,1048.85,1048.85,0.0,0,0,0
15485,2011-09-10,United Kingdom,245,282,2,603,33,2,1278.63,639.32,950.09,37.0,0,0,1
15489,2011-09-10,United Kingdom,120,120,1,220,23,1,348.26,348.26,348.26,0.0,0,0,1
15497,2011-09-10,United Kingdom,228,228,1,528,10,1,970.6,970.6,970.6,0.0,1,2,1
15503,2011-09-10,United Kingdom,271,271,1,74,66,1,147.09,147.09,147.09,0.0,0,0,0
15508,2011-09-10,United Kingdom,98,144,6,440,78,3,1000.27,166.71,311.42,9.2,0,0,0
15510,2011-09-10,United Kingdom,239,239,1,2,1,1,250.0,250.0,250.0,0.0,0,0,0
15514,2011-09-10,United Kingdom,134,273,6,1216,50,3,2561.94,426.99,1136.32,27.6,2,369,1
15517,2011-09-10,United Kingdom,142,142,1,293,27,1,267.03,267.03,267.03,0.0,0,0,0
15525,2011-09-10,United Kingdom,282,282,1,124,44,1,313.93,313.93,313.93,0.0,0,0,1
15528,2011-09-10,United Kingdom,163,163,1,123,26,1,229.33,229.33,229.33,0.0,0,0,0
15543,2011-09-10,United Kingdom,197,197,1,86,26,1,127.86,127.86,127.86,0.0,0,0,0
15545,2011-09-10,United Kingdom,280,280,1,75,31,1,135.33,135.33,135.33,0.0,0,0,1
15552,2011-09-10,United Kingdom,126,126,1,60,17,1,90.12,90.12,90.12,0.0,0,0,0
15554,2011-09-10,United Kingdom,186,186,1,74,14,1,217.2,217.2,217.2,0.0,0,0,0
15562,2011-09-10,United Kingdom,260,260,1,39,1,1,134.55,134.55,134.55,0.0,0,0,0
15563,2011-09-10,United Kingdom,109,267,2,742,55,2,735.62,367.81,465.43,158.0,0,0,1
15579,2011-09-10,United Kingdom,222,222,1,56,25,1,199.6,199.6,199.6,0.0,0,0,1
15589,2011-09-10,United Kingdom,164,219,3,243,28,2,478.53,159.51,263.58,27.0,1,1,0
15599,2011-09-10,United Kingdom,113,113,1,361,29,1,448.83,448.83,448.83,0.0,0,0,1
15602,2011-09-10,United Kingdom,109,277,5,345,12,3,542.95,108.59,192.2,41.75,6,140,1
15605,2011-09-10,United Kingdom,161,282,3,266,37,3,690.18,230.06,312.58,60.5,0,0,1
15607,2011-09-10,United Kingdom,245,245,1,202,13,1,104.76,104.76,104.76,0.0,0,0,0
15609,2011-09-10,United Kingdom,93,93,1,148,16,1,298.48,298.48,298.48,0.0,1,3,0
15620,2011-09-10,United Kingdom,129,267,2,600,59,2,875.01,437.5,450.52,137.0,2,13,1
15622,2011-09-10,United Kingdom,106,191,5,1225,127,3,2602.0,520.4,1537.2,21.25,5,15,1
