customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
customerID-004861,Male,0,Yes,No,10,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,15.08,427.97,No
customerID-004868,Female,1,No,No,89,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.34,1103.82,No
customerID-004869,Male,0,No,No,4,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,41.02,1736.18,No
customerID-004870,Male,1,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),,257.95,No
customerID-004871,Male,0,No,No,9,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,34.81,1435.39,No
customerID-004872,Male,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,,654.48,No
customerID-004874,Female,1,No,No,41,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),26.43,124.24,No
customerID-004878,Female,1,No,No,7,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,15.91,2769.91,No
customerID-004881,Female,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,130.35,572.83,No
customerID-004885,Female,1,Yes,No,6,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,42.07,775.86,No
customerID-004890,Female,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,66.98,398.27,No
customerID-004900,Male,1,No,No,4,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,45.89,263.59,No
customerID-004902,Female,2,Yes,No,12,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),42.8,680.66,No
customerID-004906,Female,1,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.59,2047.23,No
customerID-004908,Male,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.69,359.38,No
customerID-004912,Female,0,No,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,25.03,403.56,No
customerID-004914,Male,1,No,No,4,No,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.7,303.29,No
customerID-004916,Female,0,No,No,18,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,47.82,974.22,No
customerID-004918,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),84.77,1020.92,No
customerID-004919,Female,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.57,101.43,No
customerID-004920,Female,0,No,No,3,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,60.03,154.52,No
customerID-004922,Female,2,No,No,12,Yes,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,74.65,226.95,No
customerID-004927,Female,0,No,No,9,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.57,509.41,No
customerID-004935,Male,0,Yes,No,15,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,38.89,704.19,Yes
customerID-004940,Male,0,No,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),28.57,896.0,No
customerID-004941,Female,0,Yes,No,14,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,169.45,347.95,No
customerID-004943,Female,1,No,No,29,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,51.05,115.58,No
customerID-004944,Male,0,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.76,1440.64,No
customerID-004946,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,72.63,1418.36,No
customerID-004947,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,127.25,527.7,No
customerID-004956,Male,0,No,No,,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.17,990.95,No
customerID-004957,Male,1,Yes,No,16,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,21.89,79.68,No
customerID-004962,Female,0,Yes,No,,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),12.57,663.47,No
customerID-004963,Female,0,No,No,4,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,89.77,319.26,No
customerID-004965,Male,0,No,No,11,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,32.92,865.61,No
customerID-004966,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,111.21,223.77,No
customerID-004968,Male,0,No,No,19,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,98.44,1096.55,No
customerID-004969,Male,1,No,No,18,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),,242.6,No
customerID-004971,Male,0,No,No,4,No,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),36.46,253.44,Yes
customerID-004989,Female,2,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),,288.74,No
customerID-004996,Female,1,No,No,7,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.99,646.99,No
customerID-005000,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,123.48,1059.54,No
customerID-005002,Male,1,No,No,18,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),47.25,266.43,No
customerID-005013,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),17.85,234.57,No
customerID-005016,Female,1,No,No,11,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,24.77,378.21,No
customerID-005017,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),27.75,548.23,No
customerID-005021,Male,0,No,No,62,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,65.82,1144.42,No
customerID-005024,Female,1,Yes,No,5,No,No,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),16.38,3749.15,No
customerID-005027,Female,0,Yes,No,19,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,,763.94,No
customerID-005028,Male,0,No,No,4,No,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),132.79,2327.79,No
customerID-005029,Male,1,No,No,2,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,70.5,1145.06,No
customerID-005030,Female,1,Yes,No,6,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,24.5,111.48,No
customerID-005032,Male,1,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,19.33,522.89,Yes
customerID-005038,Male,0,No,No,42,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.98,3749.15,No
customerID-005045,Male,1,No,No,30,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.54,122.98,Yes
customerID-005049,Female,1,No,No,17,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.48,143.29,No
customerID-005055,Female,0,Yes,No,2,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),23.63,213.19,No
customerID-005056,Female,1,No,No,12,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),62.68,1497.63,No
customerID-005060,Male,0,No,No,5,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.94,514.48,No
customerID-005061,Male,0,No,No,26,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.39,404.21,Yes
customerID-005069,Female,0,Yes,No,6,No,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,58.34,837.96,No
customerID-005071,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),55.85,293.53,No
customerID-005080,Male,0,No,No,81,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,,856.18,No
customerID-005083,Male,1,Yes,No,3,No,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,63.44,528.39,No
customerID-005087,Female,0,Yes,No,9,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),23.38,219.09,No
customerID-005088,Male,0,No,No,,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,,790.24,No
customerID-005090,Male,1,Yes,No,32,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,169.45,1146.86,No
customerID-005092,Male,0,No,No,31,No,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,,622.94,No
customerID-005093,Male,1,No,No,2,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,,1468.8,No
customerID-005096,Female,0,No,No,4,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),,425.38,No
customerID-005104,Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,72.92,910.65,Yes
customerID-005111,Male,0,Yes,No,40,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.26,362.51,No
customerID-005114,Female,0,No,No,6,No,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),33.56,364.94,No
customerID-005115,Male,1,No,No,32,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,53.04,299.74,No
customerID-005117,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.07,3438.79,No
customerID-005118,Female,1,Yes,No,9,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),101.02,791.33,No
customerID-005121,Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.66,235.45,No
customerID-005124,Male,1,No,No,9,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.08,376.84,No
customerID-005132,Male,0,Yes,No,5,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,76.41,156.07,No
customerID-005138,Female,0,No,No,31,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,137.17,754.07,No
customerID-005139,Male,1,No,No,15,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),56.36,874.82,No
customerID-005141,Male,1,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.94,550.5,No
customerID-005143,Male,1,No,No,34,No,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,44.94,1819.56,Yes
customerID-005144,Female,0,No,No,9,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,20.5,349.8,No
customerID-005153,Female,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,33.56,210.32,No
customerID-005164,Male,0,No,No,9,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.43,1562.37,No
customerID-005169,Female,0,No,No,89,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,57.55,1933.89,No
customerID-005175,Male,0,Yes,No,5,No,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,,2271.45,No
customerID-005177,Male,0,Yes,No,8,No,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,,622.56,No
customerID-005186,Male,0,No,No,4,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.96,193.26,No
customerID-005187,Female,1,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,128.04,1602.12,No
customerID-005189,Male,1,No,No,5,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),21.35,1634.37,No
customerID-005190,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,44.52,440.07,No
customerID-005191,Female,1,No,No,28,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),57.45,121.44,No
customerID-005192,Male,0,No,No,65,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,53.35,309.66,No
customerID-005194,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),33.74,829.15,No
customerID-005201,Male,0,No,No,11,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.6,594.63,No
customerID-005202,Male,2,No,No,8,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,59.15,1212.55,No
customerID-005204,Female,1,No,No,10,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),,967.87,No
customerID-005207,Female,0,Yes,No,16,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),101.39,876.7,No
customerID-005208,Male,1,No,No,89,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,61.64,2022.16,No
customerID-005209,Male,0,No,No,,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,20.9,413.71,No
customerID-005213,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,32.8,2788.45,No
customerID-005214,Male,3,No,No,16,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,22.17,1934.38,No
customerID-005218,Male,0,No,No,23,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,32.72,1795.25,No
customerID-005222,Male,5,No,No,12,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.98,883.89,No
customerID-005231,Female,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,29.81,1479.97,Yes
customerID-005234,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.65,337.13,No
customerID-005235,Male,0,No,No,14,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),53.24,3749.15,No
customerID-005236,Male,0,No,No,25,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,60.69,2062.04,No
customerID-005237,Male,1,No,No,4,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,,330.3,No
customerID-005238,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,44.72,828.47,No
customerID-005254,Male,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.37,142.36,No
customerID-005260,Female,0,No,No,20,No,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,,519.34,No
customerID-005261,Female,0,No,No,41,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,38.56,1229.93,No
customerID-005262,Female,0,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),36.63,366.53,No
customerID-005263,Male,0,No,No,7,No,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,28.8,2588.06,No
customerID-005264,Male,0,No,No,23,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,38.42,481.75,Yes
customerID-005265,Male,1,No,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),37.54,2355.96,No
customerID-005266,Male,2,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,33.32,1486.18,No
customerID-005268,Male,1,No,No,9,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.44,1912.64,Yes
customerID-005269,Male,0,Yes,No,26,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),16.99,367.58,Yes
customerID-005270,Male,0,Yes,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,24.25,945.53,No
customerID-005271,Male,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,87.03,1012.59,No
customerID-005275,Male,1,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),20.63,712.9,No
customerID-005281,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,45.7,2966.11,No
customerID-005282,Female,2,No,No,4,No,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,46.56,549.93,No
customerID-005283,Female,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),33.96,572.23,No
customerID-005287,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.7,1693.59,No
customerID-005288,Female,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),50.58,424.31,No
customerID-005293,Male,0,No,No,3,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,134.33,232.24,No
customerID-005295,Male,0,No,No,2,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,78.38,204.17,No
customerID-005303,Male,0,No,No,5,No,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,69.56,429.02,No
customerID-005304,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,36.45,1138.35,No
customerID-005305,Male,0,No,No,89,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,26.7,651.02,No
customerID-005307,Male,0,No,No,25,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),40.12,215.08,No
customerID-005310,Male,1,Yes,No,25,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,48.59,280.67,Yes
customerID-005311,Male,1,No,No,19,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),27.68,161.71,No
customerID-005312,Female,0,No,No,10,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,28.41,409.44,No
customerID-005316,Female,0,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.0,498.34,No
customerID-005328,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,45.6,2397.41,No
customerID-005331,Female,3,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),41.72,689.88,No
customerID-005333,Male,0,Yes,No,19,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),161.22,530.54,No
customerID-005339,Female,1,No,No,6,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),35.67,1143.12,No
customerID-005341,Female,1,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),72.65,853.62,No
customerID-005346,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,76.97,348.61,No
customerID-005347,Male,1,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),32.38,1107.26,No
customerID-005348,Male,3,No,No,10,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,62.35,2863.66,No
customerID-005350,Female,1,No,No,19,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.0,473.2,No
customerID-005352,Female,0,Yes,No,11,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,25.68,2040.88,No
customerID-005353,Female,0,No,No,15,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),96.36,2069.55,No
customerID-005355,Male,1,No,No,8,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.82,1745.26,No
customerID-005356,Female,1,Yes,No,31,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.54,561.1,No
customerID-005357,Male,0,No,No,15,No,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),17.77,554.71,No
customerID-005361,Male,0,No,No,8,No,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,65.9,1801.69,No
customerID-005362,Male,0,No,No,5,No,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,68.74,145.25,No
customerID-005368,Male,0,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,68.37,551.36,No
customerID-005370,Female,1,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,47.56,477.66,No
customerID-005374,Male,0,No,No,38,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,45.94,1013.93,No
customerID-005381,Female,0,Yes,No,17,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),128.35,411.21,No
customerID-005389,Male,1,No,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,52.31,745.11,No
customerID-005390,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),36.86,3749.15,No
customerID-005392,Female,1,No,No,8,No,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.61,3749.15,No
customerID-005393,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,16.98,905.31,No
customerID-005396,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,34.33,1025.51,No
customerID-005397,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,,1379.79,No
customerID-005407,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,,388.23,No
customerID-005411,Male,0,No,No,14,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,74.39,599.3,No
customerID-005412,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.04,1171.32,No
customerID-005413,Female,0,No,No,31,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,127.4,1312.58,No
customerID-005414,Male,0,No,No,54,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,25.01,574.24,Yes
customerID-005417,Female,1,Yes,No,7,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,64.73,999.85,No
customerID-005419,Male,0,No,No,7,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.29,1202.59,No
customerID-005421,Female,0,Yes,No,9,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),32.21,305.75,No
customerID-005422,Female,1,No,No,29,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,110.39,778.33,No
customerID-005424,Male,0,Yes,No,26,No,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,38.43,262.69,No
customerID-005425,Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),72.66,1531.93,No
customerID-005427,Male,1,No,No,16,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.82,1059.88,Yes
customerID-005428,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),,471.43,No
customerID-005431,Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),34.55,778.25,No
customerID-005435,Female,0,Yes,No,8,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,95.99,507.94,No
customerID-005436,Male,1,No,No,10,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,,255.69,No
customerID-005439,Female,3,No,No,22,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,15.65,229.8,No
customerID-005441,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),49.2,904.25,No
customerID-005444,Male,0,No,No,5,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,35.64,183.68,No
customerID-005446,Male,0,No,No,8,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,37.79,1147.73,No
customerID-005450,Male,3,No,No,7,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.78,333.96,No
customerID-005451,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,59.68,2250.72,No
customerID-005452,Male,0,No,No,8,No,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),49.73,2728.8,Yes
customerID-005457,Female,1,No,No,3,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,30.37,250.08,No
